Date,Open,High,Low,Close,Volume
1977-03-10,0.39698,0.40439,0.39698,0.40439,1003845
1977-03-11,0.40439,0.40439,0.39698,0.40439,908354
1977-03-14,0.40439,0.40439,0.40439,0.40439,650051
1977-03-15,0.40439,0.41171,0.40439,0.41171,1241342
1977-03-16,0.41171,0.41904,0.41171,0.41171,1087091
1977-03-17,0.41171,0.41171,0.41171,0.41171,1383349
1977-03-18,0.41171,0.41171,0.40439,0.40439,1044244
1977-03-21,0.40439,0.41171,0.40439,0.40439,776146
1977-03-22,0.40439,0.40439,0.39698,0.40439,998949
1977-03-23,0.40439,0.40439,0.39698,0.39698,1349070
1977-03-24,0.39698,0.40439,0.39698,0.39698,625569
1977-03-25,0.39698,0.39698,0.38964,0.38964,898565
1977-03-28,0.38964,0.38964,0.38964,0.38964,1153199
1977-03-29,0.38964,0.38964,0.38964,0.38964,1377227
1977-03-30,0.38964,0.38964,0.38234,0.38234,1193595
1977-03-31,0.38234,0.38964,0.37495,0.37495,774915
1977-04-01,0.37495,0.38234,0.37495,0.38234,1038125
1977-04-04,0.38234,0.38234,0.37495,0.37495,2865854
1977-04-05,0.37495,0.37495,0.36752,0.36752,1956277
1977-04-06,0.36752,0.37495,0.36752,0.37495,1046692
1977-04-07,0.37495,0.38234,0.37495,0.38234,1431091
1977-04-11,0.38234,0.38234,0.38234,0.38234,1265824
1977-04-12,0.38964,0.38964,0.38964,0.38964,1203392
1977-04-13,0.38964,0.38964,0.38234,0.38964,2448402
1977-04-14,0.38964,0.39698,0.38964,0.39698,2584286
1977-04-15,0.39698,0.40439,0.39698,0.39698,4338570
1977-04-18,0.39698,0.39698,0.38964,0.39698,3246582
1977-04-19,0.38964,0.38964,0.38234,0.38234,2993172
1977-04-20,0.38234,0.38964,0.38234,0.38964,1935463
1977-04-21,0.38964,0.38964,0.38234,0.38234,2917274
1977-04-22,0.38234,0.38964,0.38234,0.38234,1553513
1977-04-25,0.38234,0.38964,0.38234,0.38964,1274394
1977-04-26,0.38964,0.38964,0.38964,0.38964,908354
1977-04-27,0.38964,0.38964,0.38964,0.38964,1156871
1977-04-28,0.38964,0.38964,0.38234,0.38964,1050366
1977-04-29,0.38964,0.38964,0.38964,0.38964,1777542
1977-05-02,0.38964,0.39698,0.38964,0.39698,771246
1977-05-03,0.39698,0.40439,0.39698,0.39698,1226650
1977-05-04,0.39698,0.39698,0.39698,0.39698,1465368
1977-05-05,0.39698,0.39698,0.39698,0.39698,1029555
1977-05-06,0.38964,0.38964,0.38964,0.38964,659846
1977-05-09,0.38964,0.38964,0.38964,0.38964,405212
1977-05-10,0.38964,0.39698,0.38964,0.39698,1394365
1977-05-11,0.39698,0.39698,0.38964,0.38964,1040571
1977-05-12,0.38964,0.39698,0.38964,0.39698,1495974
1977-05-13,0.39698,0.39698,0.38964,0.39698,721054
1977-05-16,0.39698,0.39698,0.39698,0.39698,1034451
1977-05-17,0.39698,0.39698,0.39698,0.39698,711259
1977-05-18,0.39698,0.39698,0.39698,0.39698,1639205
1977-05-19,0.39698,0.39698,0.39698,0.39698,864287
1977-05-20,0.39698,0.39698,0.38964,0.38964,711259
1977-05-23,0.38964,0.39698,0.38234,0.38234,1723676
1977-05-24,0.38234,0.38234,0.38234,0.38234,1240117
1977-05-25,0.38234,0.38964,0.38234,0.38234,1214407
1977-05-26,0.38234,0.38234,0.38234,0.38234,1366208
1977-05-27,0.38234,0.38964,0.38234,0.38234,1148300
1977-05-31,0.38234,0.38964,0.38234,0.38234,1240117
1977-06-01,0.38234,0.38964,0.38234,0.38964,1313571
1977-06-02,0.38964,0.39698,0.38964,0.39698,1153199
1977-06-03,0.39698,0.39698,0.38964,0.38964,1043021
1977-06-06,0.38964,0.38964,0.38964,0.38964,798181
1977-06-07,0.38964,0.38964,0.38964,0.38964,1237665
1977-06-08,0.38964,0.39698,0.38964,0.39698,1134833
1977-06-09,0.39698,0.39698,0.38964,0.38964,1207063
1977-06-10,0.38964,0.39698,0.38964,0.38964,1143404
1977-06-13,0.38964,0.39698,0.38964,0.39698,921826
1977-06-14,0.39698,0.40439,0.39698,0.40439,1893841
1977-06-15,0.40439,0.40439,0.39698,0.40439,767579
1977-06-16,0.40439,0.40439,0.39698,0.39698,863064
1977-06-17,0.39698,0.39698,0.39698,0.39698,462752
1977-06-20,0.39698,0.39698,0.39698,0.39698,692898
1977-06-21,0.39698,0.40439,0.39698,0.40439,1051591
1977-06-22,0.40439,0.40439,0.39698,0.40439,652500
1977-06-23,0.40439,0.40439,0.39698,0.40439,585171
1977-06-24,0.40439,0.41171,0.40439,0.41171,986707
1977-06-27,0.41171,0.41171,0.41171,0.41171,837356
1977-06-28,0.41171,0.41171,0.40439,0.41171,952429
1977-06-29,0.41171,0.41171,0.40439,0.41171,1396817
1977-06-30,0.41171,0.41171,0.40439,0.41171,1107901
1977-07-01,0.41171,0.41904,0.41171,0.41171,1502096
1977-07-05,0.41904,0.41904,0.41904,0.41904,1143404
1977-07-06,0.41904,0.41904,0.40439,0.40439,1166664
1977-07-07,0.40439,0.40439,0.39698,0.40439,3146198
1977-07-08,0.40439,0.40439,0.40439,0.40439,768799
1977-07-11,0.40439,0.40439,0.39698,0.40439,694123
1977-07-12,0.40439,0.40439,0.39698,0.39698,1679605
1977-07-13,0.39698,0.39698,0.38964,0.39698,1472712
1977-07-15,0.39698,0.39698,0.38964,0.39698,1738367
1977-07-18,0.39698,0.40439,0.39698,0.40439,1683279
1977-07-19,0.40439,0.40439,0.40439,0.40439,958550
1977-07-20,0.40439,0.41171,0.40439,0.40439,557012
1977-07-21,0.40439,0.40439,0.40439,0.40439,958550
1977-07-22,0.40439,0.41171,0.40439,0.40439,692898
1977-07-25,0.40439,0.41171,0.40439,0.40439,1180129
1977-07-26,0.40439,0.40439,0.39698,0.40439,1040571
1977-07-27,0.40439,0.40439,0.39698,0.39698,1125041
1977-07-28,0.39698,0.40439,0.39698,0.40439,1125041
1977-07-29,0.40439,0.40439,0.39698,0.40439,1057711
1977-08-01,0.40439,0.40439,0.40439,0.40439,1197271
1977-08-02,0.40439,0.40439,0.39698,0.39698,772473
1977-08-03,0.39698,0.39698,0.38964,0.38964,1637981
1977-08-04,0.38964,0.39698,0.38234,0.39698,1182577
1977-08-05,0.39698,0.39698,0.38964,0.38964,907133
1977-08-08,0.38964,0.38964,0.38964,0.38964,723504
1977-08-09,0.38964,0.38964,0.38964,0.38964,973240
1977-08-10,0.38964,0.39698,0.38964,0.39698,859389
1977-08-11,0.39698,0.39698,0.38234,0.38234,1615947
1977-08-12,0.38234,0.38234,0.37495,0.38234,2621014
1977-08-15,0.38234,0.38964,0.37495,0.38964,1274394
1977-08-16,0.38964,0.38964,0.38234,0.38234,652500
1977-08-17,0.38234,0.38234,0.37495,0.37495,1231548
1977-08-18,0.37495,0.38234,0.37495,0.37495,1404157
1977-08-19,0.37495,0.37495,0.37495,0.37495,1101779
1977-08-22,0.37495,0.38234,0.37495,0.38234,619447
1977-08-23,0.38234,0.38234,0.37495,0.37495,881428
1977-08-24,0.37495,0.38234,0.37495,0.37495,676986
1977-08-25,0.37495,0.38234,0.37495,0.37495,765125
1977-08-26,0.37495,0.38234,0.37495,0.38234,805525
1977-08-29,0.38234,0.38964,0.38234,0.38964,1296431
1977-08-30,0.38964,0.38964,0.38234,0.38234,1624517
1977-08-31,0.38234,0.38964,0.38234,0.38964,811646
1977-09-01,0.38964,0.39698,0.38964,0.39698,1833854
1977-09-02,0.39698,0.39698,0.38964,0.39698,1886494
1977-09-06,0.39698,0.39698,0.38964,0.39698,1036901
1977-09-07,0.39698,0.39698,0.38964,0.39698,872859
1977-09-08,0.39698,0.39698,0.38964,0.39698,751665
1977-09-09,0.39698,0.39698,0.38964,0.38964,1067502
1977-09-12,0.38964,0.39698,0.38964,0.39698,1115245
1977-09-13,0.39698,0.40439,0.39698,0.39698,1421299
1977-09-14,0.39698,0.40439,0.39698,0.39698,1369882
1977-09-15,0.39698,0.40439,0.39698,0.40439,1227876
1977-09-16,0.40439,0.40439,0.39698,0.40439,755331
1977-09-19,0.39698,0.39698,0.39698,0.39698,1240117
1977-09-20,0.39698,0.40439,0.38964,0.39698,2310066
1977-09-21,0.39698,0.40439,0.39698,0.40439,904688
1977-09-22,0.40439,0.40439,0.39698,0.40439,1051591
1977-09-23,0.40439,0.40439,0.39698,0.39698,954880
1977-09-26,0.39698,0.40439,0.39698,0.40439,1693071
1977-09-27,0.40439,0.40439,0.40439,0.40439,1156871
1977-09-28,0.40439,0.41171,0.39698,0.40439,1148300
1977-09-29,0.40439,0.41171,0.40439,0.41171,965894
1977-09-30,0.41171,0.41904,0.41171,0.41904,918151
1977-10-03,0.41904,0.41904,0.41171,0.41904,1057711
1977-10-04,0.41904,0.41904,0.41171,0.41171,621895
1977-10-05,0.41171,0.41171,0.40439,0.40439,866732
1977-10-06,0.40439,0.41171,0.40439,0.41171,897342
1977-10-07,0.41171,0.41171,0.41171,0.41171,676986
1977-10-10,0.41171,0.41171,0.41171,0.41171,408884
1977-10-11,0.41171,0.41171,0.40439,0.40439,517838
1977-10-12,0.40439,0.40439,0.40439,0.40439,781042
1977-10-13,0.40439,0.40439,0.39698,0.39698,1396817
1977-10-14,0.39698,0.40439,0.39698,0.39698,1650223
1977-10-17,0.39698,0.39698,0.39698,0.39698,908354
1977-10-18,0.39698,0.40439,0.39698,0.40439,992825
1977-10-19,0.40439,0.40439,0.40439,0.40439,1497201
1977-10-20,0.40439,0.40439,0.39698,0.40439,1390695
1977-10-21,0.40439,0.40439,0.40439,0.40439,1030778
1977-10-24,0.40439,0.41171,0.40439,0.40439,1023435
1977-10-25,0.40439,0.40439,0.39698,0.39698,3573444
1977-10-26,0.39698,0.39698,0.38964,0.39698,1038125
1977-10-27,0.39698,0.39698,0.38964,0.39698,920598
1977-10-28,0.39698,0.39698,0.38964,0.39698,1285412
1977-10-31,0.39698,0.39698,0.38964,0.39698,1166664
1977-11-01,0.39698,0.39698,0.38964,0.38964,1247459
1977-11-02,0.38964,0.38964,0.38964,0.38964,995277
1977-11-03,0.38964,0.38964,0.38234,0.38964,910805
1977-11-04,0.38964,0.38964,0.38964,0.38964,1352742
1977-11-07,0.38964,0.39698,0.38964,0.39698,1074849
1977-11-08,0.39698,0.40439,0.39698,0.40439,1090765
1977-11-09,0.40439,0.40439,0.39698,0.40439,1448233
1977-11-10,0.40439,0.41171,0.40439,0.41171,1178905
1977-11-11,0.41171,0.41904,0.41171,0.41904,1224203
1977-11-14,0.41904,0.41904,0.41171,0.41171,645153
1977-11-15,0.41171,0.41904,0.41171,0.41171,1396817
1977-11-16,0.41171,0.41904,0.41171,0.41171,832458
1977-11-17,0.41171,0.41171,0.40439,0.41171,1183804
1977-11-18,0.41171,0.41171,0.40439,0.40439,1084641
1977-11-21,0.40439,0.40439,0.40439,0.40439,553346
1977-11-22,0.40439,0.41171,0.40439,0.41171,1003845
1977-11-23,0.41171,0.41171,0.40439,0.41171,921826
1977-11-25,0.41171,0.41171,0.40439,0.40439,683105
1977-11-28,0.40439,0.40439,0.39698,0.40439,1050366
1977-11-29,0.40439,0.40439,0.38964,0.38964,1469044
1977-11-30,0.38964,0.39698,0.38964,0.39698,1469044
1977-12-01,0.39698,0.40439,0.39698,0.39698,1305000
1977-12-02,0.39698,0.40439,0.39698,0.40439,889993
1977-12-05,0.40439,0.41171,0.40439,0.40439,809195
1977-12-06,0.40439,0.40439,0.39698,0.39698,1813040
1977-12-07,0.39698,0.40439,0.39698,0.39698,2302724
1977-12-08,0.39698,0.40439,0.39698,0.39698,1204613
1977-12-09,0.39698,0.40439,0.39698,0.40439,870409
1977-12-12,0.40439,0.41171,0.40439,0.41171,870409
1977-12-13,0.40439,0.40439,0.40439,0.40439,903462
1977-12-14,0.40439,0.40439,0.39698,0.40439,1383349
1977-12-15,0.40439,0.40439,0.40439,0.40439,854490
1977-12-16,0.40439,0.40439,0.39698,0.40439,1646551
1977-12-19,0.40439,0.40439,0.39698,0.39698,1118922
1977-12-20,0.39698,0.40439,0.39698,0.40439,883876
1977-12-21,0.40439,0.41171,0.40439,0.40439,1396817
1977-12-22,0.41171,0.41171,0.41171,0.41171,1615947
1977-12-23,0.41171,0.41904,0.41171,0.41171,1099332
1977-12-27,0.41171,0.41904,0.41171,0.41904,1196046
1977-12-28,0.41904,0.41904,0.41171,0.41904,1296431
1977-12-29,0.41904,0.41904,0.41171,0.41904,903462
1977-12-30,0.41904,0.41904,0.41904,0.41904,914480
1978-01-03,0.41904,0.41904,0.41171,0.41171,893667
1978-01-04,0.41171,0.41171,0.40439,0.41171,1316017
1978-01-05,0.41171,0.41171,0.39698,0.39698,1591460
1978-01-06,0.39698,0.39698,0.39698,0.39698,1629411
1978-01-09,0.39698,0.39698,0.38964,0.39698,2060329
1978-01-10,0.39698,0.39698,0.38964,0.38964,1731022
1978-01-11,0.38964,0.38964,0.38234,0.38964,1230322
1978-01-12,0.38964,0.38964,0.37495,0.37495,2013814
1978-01-13,0.38234,0.38234,0.38234,0.38234,863064
1978-01-16,0.38234,0.38234,0.38234,0.38234,597411
1978-01-17,0.38234,0.38964,0.38234,0.38964,741866
1978-01-18,0.38964,0.39698,0.38964,0.39698,648827
1978-01-19,0.39698,0.39698,0.38964,0.38964,795730
1978-01-20,0.38964,0.38964,0.38234,0.38964,231374
1978-01-23,0.38234,0.38234,0.38234,0.38234,1043021
1978-01-24,0.38234,0.38234,0.37495,0.38234,747989
1978-01-25,0.38234,0.38234,0.37495,0.38234,985482
1978-01-26,0.38234,0.38964,0.38234,0.38964,1983205
1978-01-27,0.38964,0.38964,0.38234,0.38964,1038125
1978-01-30,0.38964,0.38964,0.38964,0.38964,915704
1978-01-31,0.38964,0.39698,0.38964,0.38964,1105455
1978-02-01,0.38964,0.38964,0.38964,0.38964,768799
1978-02-02,0.38964,0.38964,0.38964,0.38964,646377
1978-02-03,0.38964,0.38964,0.38964,0.38964,801853
1978-02-06,0.38964,0.38964,0.38234,0.38234,405212
1978-02-07,0.38234,0.38964,0.38234,0.38964,636585
1978-02-08,0.39698,0.39698,0.39698,0.39698,893667
1978-02-09,0.39698,0.39698,0.39698,0.39698,2267223
1978-02-10,0.39698,0.40439,0.39698,0.39698,650051
1978-02-13,0.39698,0.39698,0.39698,0.39698,486010
1978-02-14,0.39698,0.39698,0.38964,0.38964,1033224
1978-02-15,0.38964,0.39698,0.38964,0.38964,631693
1978-02-16,0.38964,0.38964,0.38234,0.38964,659846
1978-02-17,0.38964,0.38964,0.38964,0.38964,628017
1978-02-21,0.38964,0.39698,0.38964,0.38964,696569
1978-02-22,0.38964,0.39698,0.38964,0.39698,558237
1978-02-23,0.39698,0.39698,0.38964,0.38964,867960
1978-02-24,0.38964,0.39698,0.38964,0.39698,744316
1978-02-27,0.39698,0.39698,0.39698,0.39698,754109
1978-02-28,0.39698,0.40439,0.38964,0.39698,703914
1978-03-01,0.39698,0.39698,0.38964,0.39698,2714057
1978-03-02,0.39698,0.39698,0.39698,0.39698,885098
1978-03-03,0.39698,0.41171,0.39698,0.41171,990381
1978-03-06,0.41171,0.41904,0.40439,0.40439,1204613
1978-03-07,0.40439,0.41171,0.40439,0.41171,1233992
1978-03-08,0.41171,0.41171,0.41171,0.41171,867960
1978-03-09,0.41171,0.41171,0.41171,0.41171,1142179
1978-03-10,0.41171,0.41904,0.41171,0.41171,1631862
1978-03-13,0.41171,0.41171,0.41171,0.41171,1357638
1978-03-14,0.41171,0.41171,0.41171,0.41171,1000174
1978-03-15,0.41171,0.41171,0.41171,0.41171,965894
1978-03-16,0.41171,0.41171,0.41171,0.41171,1118922
1978-03-17,0.41171,0.41904,0.41171,0.41904,1006291
1978-03-20,0.41904,0.41904,0.41904,0.41904,2139905
1978-03-21,0.41904,0.41904,0.41171,0.41171,1357638
1978-03-22,0.41171,0.41904,0.41171,0.41904,1357638
1978-03-23,0.41904,0.41904,0.41904,0.41904,908354
1978-03-27,0.41904,0.41904,0.41904,0.41904,1012415
1978-03-28,0.41904,0.42623,0.41904,0.42623,1533923
1978-03-29,0.42623,0.42623,0.41904,0.42623,1721228
1978-03-30,0.42623,0.42623,0.41904,0.42623,1279288
1978-03-31,0.42623,0.42623,0.42623,0.42623,1155645
1978-04-03,0.42623,0.42623,0.41904,0.42623,684329
1978-04-04,0.42623,0.42623,0.41904,0.42623,1455577
1978-04-05,0.42623,0.43389,0.42623,0.43389,2213356
1978-04-06,0.43389,0.43389,0.43389,0.43389,2026053
1978-04-07,0.43389,0.43389,0.43389,0.43389,870409
1978-04-10,0.43389,0.43389,0.43389,0.43389,885098
1978-04-11,0.43389,0.43389,0.43389,0.43389,863064
1978-04-12,0.43389,0.44128,0.43389,0.44128,1727348
1978-04-13,0.44128,0.44863,0.44128,0.44128,2765469
1978-04-14,0.44863,0.45582,0.44863,0.45582,2234166
1978-04-17,0.45582,0.47058,0.45582,0.46315,3093556
1978-04-18,0.46315,0.46315,0.44863,0.45582,2070125
1978-04-19,0.45582,0.45582,0.44863,0.45582,2570823
1978-04-20,0.45582,0.46315,0.45582,0.46315,3093556
1978-04-21,0.46315,0.46315,0.45582,0.45582,2000345
1978-04-24,0.45582,0.47058,0.45582,0.47058,2114194
1978-04-25,0.47758,0.47758,0.47058,0.47058,3495097
1978-04-26,0.47058,0.48514,0.47058,0.47758,3567327
1978-04-27,0.47758,0.48514,0.47058,0.47758,2603878
1978-04-28,0.47758,0.48514,0.47058,0.48514,2777713
1978-05-01,0.48514,0.49255,0.48514,0.49255,2965014
1978-05-02,0.49255,0.49255,0.48514,0.48514,1624517
1978-05-03,0.48514,0.48514,0.47058,0.47758,2734867
1978-05-04,0.47758,0.47758,0.46315,0.47058,2876874
1978-05-05,0.47058,0.47758,0.47058,0.47758,1660020
1978-05-08,0.47758,0.48514,0.47058,0.47758,1362537
1978-05-09,0.47058,0.47058,0.46315,0.47058,1013641
1978-05-10,0.47058,0.47758,0.47058,0.47058,1913425
1978-05-11,0.47058,0.47758,0.47058,0.47758,979365
1978-05-12,0.47758,0.48514,0.47758,0.47758,1298879
1978-05-15,0.47758,0.48514,0.47758,0.48514,1118922
1978-05-16,0.48514,0.48514,0.47758,0.48514,1262150
1978-05-17,0.47758,0.47758,0.47758,0.47758,1183804
1978-05-18,0.47758,0.47758,0.47758,0.47758,1118922
1978-05-19,0.47758,0.47758,0.46315,0.47058,1356417
1978-05-22,0.47058,0.47058,0.46315,0.47058,1235223
1978-05-23,0.47058,0.47058,0.47058,0.47058,1423748
1978-05-24,0.47058,0.47058,0.46315,0.47058,811646
1978-05-25,0.47058,0.47058,0.46315,0.46315,547217
1978-05-26,0.46315,0.47058,0.46315,0.46315,588839
1978-05-30,0.46315,0.46315,0.46315,0.46315,605979
1978-05-31,0.46315,0.47058,0.46315,0.47058,907133
1978-06-01,0.47058,0.47058,0.46315,0.47058,1360089
1978-06-02,0.47058,0.47058,0.46315,0.46315,1631862
1978-06-05,0.47058,0.47758,0.47058,0.47758,1696744
1978-06-06,0.47758,0.48514,0.47058,0.47758,2434940
1978-06-07,0.47758,0.47758,0.47058,0.47758,964669
1978-06-08,0.47758,0.47758,0.47058,0.47058,1576769
1978-06-09,0.47058,0.47058,0.47058,0.47058,1235223
1978-06-12,0.47058,0.47058,0.46315,0.46315,1118922
1978-06-13,0.46315,0.46315,0.45582,0.45582,1527804
1978-06-14,0.45582,0.46315,0.44128,0.44128,4254101
1978-06-15,0.44128,0.44863,0.43389,0.43389,2240290
1978-06-16,0.43389,0.44128,0.43389,0.44128,1731022
1978-06-19,0.44128,0.44863,0.44128,0.44863,1503319
1978-06-20,0.44863,0.44863,0.44128,0.44863,889993
1978-06-21,0.44128,0.44128,0.44128,0.44128,1029555
1978-06-22,0.44128,0.44863,0.44128,0.44863,874079
1978-06-23,0.44863,0.44863,0.44863,0.44863,981808
1978-06-26,0.44863,0.44863,0.44128,0.44128,1104230
1978-06-27,0.44128,0.44863,0.44128,0.44863,920598
1978-06-28,0.44863,0.44863,0.44128,0.44863,1196046
1978-06-29,0.44863,0.44863,0.44128,0.44863,934066
1978-06-30,0.44863,0.44863,0.44128,0.44128,771246
1978-07-03,0.44128,0.44863,0.44128,0.44128,418678
1978-07-05,0.44128,0.44128,0.43389,0.43389,656174
1978-07-06,0.43389,0.44128,0.43389,0.44128,847148
1978-07-07,0.44128,0.44863,0.44128,0.44128,778593
1978-07-10,0.44128,0.44128,0.44128,0.44128,736966
1978-07-11,0.44128,0.44863,0.44128,0.44128,954880
1978-07-12,0.44128,0.44863,0.44128,0.44863,1285412
1978-07-13,0.44863,0.44863,0.44128,0.44863,421124
1978-07-14,0.44863,0.44863,0.44128,0.44863,474993
1978-07-17,0.44863,0.44863,0.44128,0.44863,1245012
1978-07-18,0.44128,0.44128,0.43389,0.43389,918151
1978-07-19,0.43389,0.44128,0.43389,0.44128,828783
1978-07-20,0.44128,0.44128,0.43389,0.43389,683105
1978-07-21,0.43389,0.43389,0.43389,0.43389,912034
1978-07-24,0.43389,0.43389,0.42623,0.43389,1516785
1978-07-25,0.43389,0.43389,0.43389,0.43389,811646
1978-07-26,0.43389,0.44128,0.43389,0.43389,1009968
1978-07-27,0.43389,0.44863,0.43389,0.44128,1876704
1978-07-28,0.44128,0.44128,0.43389,0.44128,1287863
1978-07-31,0.44128,0.44128,0.43389,0.44128,1224203
1978-08-01,0.44128,0.44128,0.43389,0.44128,1230322
1978-08-02,0.44128,0.45582,0.44128,0.45582,1413954
1978-08-03,0.47058,0.47758,0.47058,0.47058,2420247
1978-08-04,0.47058,0.47058,0.46315,0.46315,1540045
1978-08-07,0.46315,0.46315,0.45582,0.46315,679433
1978-08-08,0.45582,0.45582,0.45582,0.45582,658620
1978-08-09,0.45582,0.45582,0.44863,0.44863,2384745
1978-08-10,0.44863,0.45582,0.44863,0.44863,1227876
1978-08-11,0.44863,0.45582,0.44128,0.44863,1353968
1978-08-14,0.44863,0.45582,0.44863,0.44863,587616
1978-08-15,0.44863,0.44863,0.44863,0.44863,673310
1978-08-16,0.44863,0.44863,0.44128,0.44863,1852219
1978-08-17,0.44863,0.44863,0.44128,0.44128,1761627
1978-08-18,0.44128,0.45582,0.44128,0.44128,1149527
1978-08-21,0.44128,0.44128,0.44128,0.44128,935287
1978-08-22,0.44128,0.44128,0.44128,0.44128,1275621
1978-08-23,0.44128,0.44863,0.44128,0.44863,789607
1978-08-24,0.44863,0.44863,0.44128,0.44128,992825
1978-08-25,0.44128,0.44128,0.44128,0.44128,605979
1978-08-28,0.44128,0.44128,0.44128,0.44128,798181
1978-08-29,0.43389,0.43389,0.41904,0.42623,2564702
1978-08-30,0.42623,0.42623,0.42623,0.42623,2322314
1978-08-31,0.42623,0.42623,0.41904,0.42623,1252358
1978-09-01,0.42623,0.43389,0.42623,0.43389,1122594
1978-09-05,0.43389,0.43389,0.43389,0.43389,1733469
1978-09-06,0.43389,0.44128,0.43389,0.44128,1506997
1978-09-07,0.44128,0.44128,0.44128,0.44128,2270894
1978-09-08,0.44128,0.44863,0.44128,0.44863,2821784
1978-09-11,0.44863,0.45582,0.44863,0.44863,2499819
1978-09-12,0.44863,0.44863,0.44863,0.44863,1126265
1978-09-13,0.44863,0.44863,0.44128,0.44863,2417800
1978-09-14,0.44863,0.44863,0.44128,0.44128,1615947
1978-09-15,0.44128,0.44128,0.43389,0.44128,1231548
1978-09-18,0.44128,0.44128,0.43389,0.43389,981808
1978-09-19,0.43389,0.43389,0.43389,0.43389,1475159
1978-09-20,0.43389,0.43389,0.43389,0.43389,1405381
1978-09-21,0.43389,0.43389,0.43389,0.43389,1155645
1978-09-22,0.43389,0.43389,0.43389,0.43389,1424972
1978-09-25,0.43389,0.44128,0.43389,0.44128,801853
1978-09-26,0.44128,0.44128,0.43389,0.44128,801853
1978-09-27,0.44128,0.44128,0.43389,0.44128,903462
1978-09-28,0.44128,0.44128,0.43389,0.44128,809195
1978-09-29,0.44128,0.44128,0.43389,0.44128,2660191
1978-10-02,0.44128,0.44128,0.43389,0.44128,448058
1978-10-03,0.44128,0.44128,0.43389,0.43389,1111578
1978-10-04,0.43389,0.43389,0.42623,0.43389,839802
1978-10-05,0.43389,0.44128,0.43389,0.43389,1090765
1978-10-06,0.43389,0.44128,0.43389,0.44128,601082
1978-10-09,0.44128,0.44128,0.44128,0.44128,877752
1978-10-10,0.44128,0.44128,0.44128,0.44128,964669
1978-10-11,0.44128,0.44128,0.44128,0.44128,1979536
1978-10-12,0.44128,0.44863,0.44128,0.44128,1233992
1978-10-13,0.44128,0.44863,0.44128,0.44128,856940
1978-10-16,0.44128,0.44128,0.44128,0.44128,1218082
1978-10-17,0.44128,0.44128,0.43389,0.44128,1503319
1978-10-18,0.44128,0.44128,0.43389,0.43389,782264
1978-10-19,0.43389,0.43389,0.43389,0.43389,1401711
1978-10-20,0.43389,0.43389,0.42623,0.42623,1006291
